MainPanel_Chapter3Name,黑色城堡,Dark Castle,Kastel Kelam,Castelo Sombrio,Темный замок,黑色城堡
MainPanel_Chapter4Name,幽冥墓地,Ghost Graveyard,Pekuburan Hantu,Cemitério Fantasmagórico,Кладбище призраков,幽冥墓地
MainPanel_Chapter5Name,地下洞穴,Underground Cave,Gua Bawah Tanah,Caverna Subterranea,Глубокая пещера,地下洞穴
RoomTipsInfo_StartRoom,向前冲,GO AHEAD!,MAJU!,VA EM FRENTE!,ВПЕРЕД!,向前沖
RoomTipsInfo_FightRoom,前有敌人,ENEMIES AHEAD!,MUSUH DI DEPAN!,INIMIGOS ADIANTE!,ВПЕРЕДИ ВРАГИ!,前有敵人
RoomTipsInfo_EliteFightRoom,头目来袭,BOSS INCOMING!,BOSS DATANG!,UM CHEFE SE APROXIMA!,ПРИБЛИЖАЕТСЯ БОСС!,頭目來襲
RoomTipsInfo_BossFightRoom,终极战斗,FINAL BATTLE!,PERTEMPURAN TERAKHIR!,BATALHA FINAL!,ФИНАЛЬНАЯ БИТВА!,最終戰鬥
RoomTipsInfo_TreasureRoom,前有幸运,SURPRISE,KEJUTAN,SURPRESA,СЮРПРИЗ,意外收穫
RoomTipsInfo_ShopRoom,前有商店,SHOP,TOKO,LOJA,МАГАЗИН,商店
RoomTipsInfo_EventRoom,特殊事件,EVENT,ACARA,EVENTO,СОБЫТИЕ,事件
RoomTipsInfo_Other,挑战,CHALLENGE,TANTANGAN,DESAFIO,ПРОБЛЕМЫ,挑戰
Warning,警告,Warning,Peringatan,Aviso,предупреждение,警告
Item_Artifact_Kill_GhostFire,击杀鬼火,Wisp on Kill,Kobaran saat Bunuh,Elemental de Fogo ao Abater,Огонек при убийстве,擊殺鬼火
Item_Artifact_Kill_GhostFire_Des,击杀敌人后产生能自动燃烧敌人的鬼火,"Upon killing a target, generates a wisp that automatically ignites enemies","Saat membunuh target, menghasilkan kobaran yang secara otomatis membakar musuh","Ao abater um alvo, gera um elemental de fogo que incendeia os inimigos automaticamente","При убийстве цели создает призрачный огонек, автоматически поджигающий врагов",擊殺敵人後產生能自動燃燒敵人的鬼火
Item_Artifact_Kill_SandWorm,击杀沙虫,Sandworm on Kill,Cacing Pasir saat Bunuh,Verme-da-areia ao Abater,Песчаный червь при убийстве,擊殺沙蟲
Item_Artifact_Kill_SandWorm_Des,击杀敌人后生成一只沙虫,"Upon killing a target, summons a sandworm that attacks enemies","Saat membunuh target, memanggil cacing pasir yang menyerang musuh","Ao abater um alvo, invoca um verme-da-areia que ataca os inimigos","При убийстве цели призывает песчаного червя, атакующего врагов",擊殺敵人召喚會攻擊的沙蟲
Item_Artifact_Attack_Poision,剧毒攻击,Poison Attack,Serangan Racun,Ataque de veneno,Ядовитая атака,劇毒攻擊
Item_Artifact_Attack_Poision_Des,攻击使敌人中毒,Attacks poison enemies,Serangan meracuni musuh,Os ataques envenenam os inimigos,Атаки отравляют врагов,攻擊使敵人中毒
Item_Artifact_Kill_ExpPoision,击杀猛毒,Poison on Kill,Racuni saat Bunuh,Envenenar ao Abater,Отравление при убийстве,擊殺猛毒
Item_Artifact_Kill_ExpPoision_Des,击杀后使得周围单位中毒,Poisons surrounding targets upon killing an enemy,Meracuni sekeliling target setelah membunuh musuh,Envenena alvos nos arredores ao abater um inimigo,При убийстве врага отравляет окружающие цели,擊殺後使得周圍組織中毒
Item_SoulStone_Attack,攻击提升,ATK Boost,Boost ATK,Aumento de ATQ,Бонус к АТК,攻擊提升
Item_SoulStone_Attack_Des,攻击提升,Increases ATK,Meningkatkan ATK,Aumenta o ATQ,Увеличивает АТК,提升攻擊力
Item_SoulStone_AttackCrit,暴击率提升,Crit Boost,Boost Crit,Aumento de Crít,Бонус к крит. удару,暴擊提升
Item_SoulStone_AttackCrit_Des,暴击率提升,Increases Crit Chance,Meningkatkan Peluang Crit,Aumenta a Chance de Crít,Увеличивает шанс крит. удара,提升暴擊率
Item_SoulStone_AttackSpeed,攻速提升,ATK Speed Boost,Boost Kecepatan ATK,Aumento de Velocidade de ATQ,Бонус к скорости АТК,攻速提升
Item_SoulStone_AttackSpeed_Des,攻速提升,Increases ATK Speed,Meningkatkan Kecepatan ATK,Aumenta a Velocidade de ATQ,Увеличивает скорость АТК,提升攻擊速度
Item_SoulStone_MoveSpeed,移速提升,Movement Speed Boost,Boost Kecepatan Gerakan,Aumento de Velocidade de Movimento,Бонус к скорости движения,移速提升
Item_SoulStone_MoveSpeed_Des,移速提升,Increases Movement Speed,Meningkatkan Kecepatan Gerakan,Aumenta a Velocidade de Movimento,Увеличивает скорость движения,提升移動速度
NoMoney,钱不够,Not enough money,Tidak cukup uang,Não há dinheiro suficiente,не хватает денег,錢不够
NoDiamonds,钻石不够,Lack Diamonds,Berlian kekurangan,Falta de Diamantes,нехватка алмазов,鉆石不足
FullRank,满级,MAX,MAX,MAX,Макс,滿級
Selected,已选择,Selected,Dipilih,Seleccionado,выбор,已選擇
Replace,替换,Replace,Ganti,Substituir,замена,替換
BackHomeTitle,返回主页,Return to homepage,Kembali ke beranda,Voltar à página inicial?,Вернуться на главный экран,返回主頁
BackHomeContent,要放弃战斗返回主页?,Leave battle and return to homepage?,Tinggalkan pertempuran dan kembali ke beranda?,Sair da batalha e voltar à página inicial?,Покинуть битву и вернуться на главный экран?,要放弃戰鬥返回主頁？
Buy,购买,Buy,Membeli,Compra,покупка,購買
Locked,未解锁,Locked,Terkunci,Bloqueado,запертый,未解鎖
NPC_Mushroom,生命蘑菇,Life Mushroom,Vida Cogumelo,Hidup Jamur,живая бактерия,生命蘑菇
NPC_Mushroom_Talk1,生命蘑菇生长得欣欣向荣。,Life mushrooms are thriving.,Jamur hidup berkembang.,Cogumelos crescem felizes.,живые грибы растут и процветают. ,生命蘑菇生長得欣欣向榮。
NPC_Mushroom_Talk2,采下一颗生命蘑菇？,Picking a life mushroom?,Memilih jamur hidup?,Escolher um cogumelo de vida?,собрать гриб жизни?,采下壹顆生命蘑菇？
Chapter_1,第一章,Chapter 1,Bab 1,Capítulo 1,Глава I,第壹章
Chapter_2,第二章,Chapter 2,Bab 2,Capítulo 2,Глава II,第二章
Chapter_3,第三章,Chapter 3,Bab 3,Capítulo 3,Глава III,第三章
Chapter_4,第四章,Chapter 4,Bab 4,Capítulo 4,Глава IV,第四章
Chapter_5,第五章,Chapter 5,Bab 5,Capítulo 5,Глава V,第五章
ShopPanel_1,购买成功,Purchase made!,Pembelian berhasil!,Compra realizada!,Покупка совершена!,購買成功
ShopPanel_2,没有库存,Sold out.,Habis terjual.,Esgotado.,Все продано.,沒有庫存
ShopPanel_3,金币不足,Insufficient Gold.,Emas tidak mencukupi.,Ouro insuficiente.,Не хватает золота.,金幣不足
ShopPanel_4,物品不足,Insufficient items.,Item tidak mencukupi.,Itens insuficientes.,Не хватает предметов.,物品不足
Item_Sacrifice_BloodTrade,鲜血诅咒,Blood Trade,Pertukaran Darah,Barganha de Sangue,Кровавый обмен,鮮血詛咒
Item_Sacrifice_BloodTrade_Des,攻击增强，治疗恢复能力降低,Increases ATK but weakens heal,Meningkatkan ATK tetapi menurunkan penyembuhan,Aumenta o ATQ mas enfraquece a cura,"Увеличивает АТК, но ослабляет лечение",攻擊增强，治療恢復能力降低
UI_MainPanel_Chapter,战斗,Battle,Pertempuran,Batalha,Бой,戰鬥
UI_MainPanel_Rune,符文,Rune,Rune,Runa,Руна,符文
UI_MainPanel_Adventure,冒险,Adventure,Petualangan,Aventura,Приключение,冒險
UI_MainPanel_ItemBuild,套装,Build,Bangun,Construir,Построить,套裝
UI_MainPanel_RemainingTimes,剩余次数:,Remaining:,Tersisa,Restante:,Осталось:,剩餘次數:
UI_MainPanel_GetRune,获取符文,Get Runes,Ambil Rune,Obter Runas,Получ. руны,獲取符文
UI_Mission_Daily,日常,Daily,Harian,Diária,Ежедневно,日常
UI_Mission_Achieve,成就,Achievement,Pencapaian,Conquista,Достижение,成就
UI_PausePanel_Sound,音效:,SFX:,SFX:,Ef. sonoros:,Эффекты:,音效:
UI_PausePanel_Music,音乐:,Music:,Musik:,Música:,Музыка:,音樂:
Clearance,通关,Clearance,clearace,limpeza, таможня ,通關
NewRecord,新纪录,NewRecord,Rekaman Baru,Novo registro,Новая запись,新記錄
UI_Tips_NoDiamond,钻石不足,Lack Diamonds,Kurang Berlian,Faltam Diam.,Нет алмазов,鑽石不足
UI_Tips_NoFire,火种不足,Lack Fire,Kurang Api,Falta Fogo,Нет огня,火種不足
UI_Tips_NoSoul,灵魂不足,Lack Souls,Kurang Jiwa,Faltam Almas,Нет душ,靈魂不足
UI_Tips_NoTimes,次数不足,Lack attempts,Kurang upaya,Faltam tent.,Нет попыток,次數不足
UI_Refresh,刷新,Refresh,Segarkan,Atualizar,Обновить,刷新
UI_Unlock,征召,Unlock,Aktifkan,Desbloquear,Открыть,徵召
UI_Close,关闭,Close,Tutup,Fechar,Закрыть,關閉
UI_Select,选择,Choose,Pilih,Escolher,Выбрать,選擇
UI_Selected,已选择,Selected,Terpilih,Selecionado,Выбрано,已選擇
ItemBuild_Name_1,法球大师·初级,Orb Master I,Penguasa Orb I,Mestre dos Orbes I,Мастер сфер I,法球大師·初級
ItemBuild_Name_2,法球大师·顶级,Orb Master II,Penguasa Orb II,Mestre dos Orbes II,Мастер сфер II,法球大師·頂級
ItemBuild_Name_3,铠甲勇士·初级,Armored Warrior I,Pendekar Berzirah I,Guerreiro Armad. I,Бронированный воин I,鎧甲勇士·初級
ItemBuild_Name_4,铠甲勇士·顶级,Armored Warrior II,Pendekar Berzirah II,Guerreiro Armad. II,Бронир. воин II,鎧甲勇士·頂級
ItemBuild_Name_5,燃烧爆破·初级,Fire Mastery I,Keahlian Api I,Maestria em Fogo I,Мастерство огня I,燃燒爆破·初級
ItemBuild_Name_6,燃烧爆破·顶级,Fire Mastery II,Keahlian Api II,Maestria em Fogo II,Мастерство огня II,燃燒爆破·頂級
ItemBuild_Name_7,极寒冰冻·初级,Ice Mastery I,Keahlian Es I,Maestria em Gelo I,Мастерство льда I,極寒冰凍·初級
ItemBuild_Name_8,极寒冰刃·高级,Ice Mastery II,Keahlian Es II,Maestria em Gelo II,Мастерство льда II,極寒冰刃·高級
ItemBuild_Name_9,魔法刀刃·初级,Attack Mastery I,Keahlian Serangan I,Maestria em Atq. I,Мастерство атаки I,魔法刀刃·初級
ItemBuild_Name_10,魔法刀刃·高级,Attack Mastery II,Keahlian Serangan II,Maestria em Atq. II,Мастерство атаки II,魔法刀刃·高級
ItemBuild_Name_11,魔法刀刃·特级,Attack Mastery III,Keahlian Serangan III,Maestria em Atq. III,Мастерство атаки III,魔法刀刃·特級
ItemBuild_Name_12,恶魔足迹,Demonic Footprints,Jejak Iblis,Pegadas Demoníacas,Демонические следы,惡魔足跡
ItemBuild_Name_13,击杀连锁,Kill Mastery,Keahlian Bunuh,Maestria de Abate,Мастерство убийства,擊殺連鎖
ItemBuild_Name_14,视财如命,Golden Life,Nyawa Emas,Vida Dourada,Золотая жизнь,視財如命
ItemBuild_Name_15,金钱之力,Money Talks,Uang Bicara,O Dinheiro Fala Alto,Денежные дела,金錢之力
ItemBuild_Name_16,一拳超人,One Punch Hero,Hero Satu Pukulan,Herói de Um Soco,Герой одного удара,一拳超人
ItemBuild_Name_17,致命暴击,Fatal Crit,Crit Fatal,Crít Fatal,Роковой крит,致命暴擊
ItemBuild_Name_18,技能冷却,Skill Cooldown,Cooldown Skill,Recarga de habilid.,Восстан. навыков,技能冷卻
ItemBuild_Name_19,嗜血狂人·吸血,Bloodlust - Leech,Bloodlust - Lintah,Sede de Sang.-Sucção,Жажда крови – Пиявка,嗜血狂人·吸血
ItemBuild_Name_20,嗜血狂人·暴击,Bloodlust - Crit,Bloodlust - Crit,Sede de Sangue-Crít,Жажда крови – Крит.,嗜血狂人·暴擊
ItemBuild_Name_21,三叉戟,Trinity,Trinitas,Trindade,Троица,三叉戟
ItemBuild_Name_22,生存大师,Survivor,Survivor,Sobrevivente,Выживший,生存大師
ItemBuild_Name_23,杂技演员,Acrobat,Akrobat,Acrobata,Акробат,雜技演員
ItemBuild_Name_24,召唤师,Summoner,Pemanggil,Invocador,Призыватель,召喚師
ItemBuild_Name_25,电闪雷鸣·初级,Lightning Mastery I,Keahlian Petir I,Maestr. em Trovões I,Мастерство молний I,電閃雷鳴·初級
ItemBuild_Name_26,电闪雷鸣·高级,Lightning Mastery II,Keahlian Petir II,Maest. em Trovões II,Мастерство молний II,電閃雷鳴·高級
Item_Build_Des_1,拥有3个法球,Own 3 orbs,Miliki 3 orb,Possua 3 orbes,Иметь 3 сферы,擁有3個法球
Item_Build_Des_2,拥有5个法球和法球加速,Own 5 orbs and Orb Acceleration,Miliki 5 orb dan Akselerasi Orb,Possua 5 orbes e Aceleração de Orbe,Иметь 5 сфер и ускорение сфер,擁有5個法球和法球加速
Item_Build_Des_3,拥有3个铠甲,Own 3 pieces of armor,Miliki 3 potong zirah,Possua 3 peças de armadura,Иметь 3 предмета доспехов,擁有3個鎧甲
Item_Build_Des_4,拥有5个铠甲和生命提升,Own 5 pieces of armor and Max HP Boost,Miliki 5 potong zirah dan Boost HP Maks,Possua 5 peças de armadura e Aumento de PV Máx.,Иметь 5 предметов доспехов и бонус к макс. ОЗ,擁有5個鎧甲和生命提升
Item_Build_Des_5,拥有3个火属性道具,Own 3 fire items,Miliki 3 item api,Possua 3 itens de fogo,Иметь 3 предмета огня,擁有3個火屬性道具
Item_Build_Des_6,拥有6个火属性道具,Own 6 fire items,Miliki 6 item api,Possua 6 itens de fogo,Иметь 6 предметов огня,擁有6個火屬性道具
Item_Build_Des_7,拥有3个冰属性道具,Own 3 ice items,Miliki 3 item es,Possua 3 itens de gelo,Иметь 3 предмета льда,擁有3個冰屬性道具
Item_Build_Des_8,拥有6个冰属性道具,Own 6 ice items,Miliki 6 item es,Possua 6 itens de gelo,Иметь 6 предметов льда,擁有6個冰屬性道具
Item_Build_Des_9,拥有3个攻击特效,Own 3 effects on attack,Miliki 3 efek pada serangan,Possua 3 efeitos no ataque,Иметь 3 эффекта для атаки,擁有3個攻擊特效
Item_Build_Des_10,拥有6个攻击特效,Own 6 effects on attack,Miliki 6 efek pada serangan,Possua 6 efeitos no ataque,Иметь 6 эффектов для атаки,擁有6個攻擊特效
Item_Build_Des_11,拥有10个攻击特效,Own 10 effects on attack,Miliki 10 efek pada serangan,Possua 10 efeitos no ataque,Иметь 10 эффектов для атаки,擁有10個攻擊特效
Item_Build_Des_12,拥有3个足迹,Own 3 footprints,Miliki 3 jejak kaki,Possua 3 pegadas,Иметь 3 следа,擁有3個足跡
Item_Build_Des_13,拥有3个击杀特效,Own 3 effects on kill,Miliki 3 efek pada bunuh,Possua 3 efeitos no abate,Иметь 3 эффекта для убийства,擁有3個擊殺特效
Item_Build_Des_14,拥有招财猫，点金甲，黄金的心,"Own Fortune Cat, Gold Armor, and Golden Heart","Miliki Kucing Keberuntungan, Zirah Emas, dan Hati Emas","Possua Gato da Sorte, Armadura de Ouro e Coração Dourado","Иметь кошку удачи, золотую броню и золотое сердце",擁有招財貓，點金甲，黃金的心
Item_Build_Des_15,拥有招财猫，点金甲，黄金小刀,"Own Fortune Cat, Gold Armor, and Golden Dagger","Miliki Kucing Keberuntungan, Zirah Emas, dan Belati Emas","Possua Gato da Sorte, Armadura de Ouro e Adaga Dourada","Иметь кошку удачи, золотую броню и золотой кинжал",擁有招財貓，點金甲，黃金小刀
Item_Build_Des_16,拥有满血暴击和暴击伤害提升,Own Crit on Max HP and DMG Up on Crit,Miliki Crit saat HP Maks dan DMG Naik saat Crit,Possua Crít com PV Máx. e Aumento de DANO em Crít,Иметь крит. при макс. ОЗ и рост урона при крит. ударе,擁有滿血暴擊和暴擊傷害提升
Item_Build_Des_17,拥有5个暴击伤害道具,Own 5 crit damage items,Miliki 5 item damage crit,Possua 5 itens de dano crít,Иметь 5 предметов крит. урона,擁有5個暴擊傷害道具
Item_Build_Des_18,拥有2个技能冷却道具,Own 2 skill cooldown items,Miliki 2 item cooldown skill,Possua 2 itens de recarga de habilidade,Иметь 2 предмета восстан. навыков,擁有2個技能冷卻道具
Item_Build_Des_19,拥有嗜血之刃，攻速提升，健壮身躯,"Own Bloodthirsty Blade, ATK Speed Boost, Strong Body","Miliki Parang Haus Darah, Boost Kecepatan ATK, Tubuh Kuat","Possua Lâmina Sanguinária, Aumento de Velocidade de ATQ, Corpo Forte","Иметь кровожадный клинок, бонус к скорости атаки и сильное тело",擁有嗜血之刃，攻速提升，健壯身軀
Item_Build_Des_20,拥有暴击恢复，暴击提升，健壮身躯,,,,,擁有暴擊恢復，暴擊提升，健壯身軀
Item_Build_Des_21,拥有攻击提升，攻速提升，暴击提升,"Own ATK Boost, ATK Speed Boost, and Crit Boost","Miliki Boost ATK, Boost Kecepatan ATK, dan Boost Crit","Possua Aumento de ATQ, Aumento de Velocidade de ATQ e Aumento de Crít","Иметь бонус к атаке, бонус к скорости атаки и бонус к крит. удару",擁有攻擊提升，攻速提升，暴擊提升
Item_Build_Des_22,拥有无敌护符，护盾领域，血量提升,"Own Armor of Protection, Shield Realm, and Max HP Boost","Miliki Zirah Perlindungan, Alam Perisai, dan Boost HP Maks","Possua Armadura de Proteção, Reino do Escudo e Aumento de PV Máx.","Иметь защитную броню, царство щитов и бонус к макс. ОЗ",擁有無敵護符，護盾領域，血量提升
Item_Build_Des_23,拥有3个翻滚道具,Own 3 items that trigger special effects when you move.,Miliki 3 item yang memicu efek spesial ketika kamu bergerak.,Possua 3 itens que acionam efeitos especiais quando você se move.,"Иметь 3 предмета, дающих спецэффекты при перемещении.",擁有3個翻滾道具
Item_Build_Des_24,拥有黑洞，萤火巢穴，雷云,"Own Black Hole, Firefly Nest, and Lightning Cloud","Miliki Lubang Hitam, Sarang Kunang-kunang, dan Awan Petir","Possua Buraco Negro, Ninho de Vagalumes e Nuvem de Relâmpagos","Иметь черную дыру, гнездо светлячков и облако молний",擁有黑洞，螢火巢穴，雷雲
Item_Build_Des_25,拥有3个雷属性道具,Own 3 lightning items,Miliki 3 item petir,Possua 3 itens de relâmpago,Иметь 3 предмета молний,擁有3個雷屬性道具
Item_Build_Des_26,拥有6个雷属性道具,Own 6 lightning items,Miliki 6 item petir,Possua 6 itens de relâmpago,Иметь 6 предметов молний,擁有6個雷屬性道具
Item_SoulStone_Gold,金钱提升,Gold Boost,Boost Emas,Aumento de Ouro,Бонус к золоту,金錢提升
Item_SoulStone_Gold_Des,增加初始金钱,Increases initial Gold.,Meningkatkan Emas awal.,Aumenta o Ouro inicial.,Увеличивает начальное количество золота.,增加初始金錢
Item_SoulStone_MageAttack,魔法提升,Magic Boost,Boost Sihir,Aumento de Magia,Бонус к магии,魔法提升
Item_SoulStone_MageAttack_Des,增加魔法伤害,Increases magic damage.,Meningkatkan damage sihir.,Aumenta o dano mágico.,Увеличивает урон от магии.,增加魔法傷害
Item_SoulStone_Recover,恢复提升,Heal Boost,Boost Penyembuhan,Aumento de Cura,Бонус к исцелению,恢復提升
Item_SoulStone_Recover_Des,增加治疗恢复量,Increases healing amount.,Meningkatkan jumlah penyembuhan.,Aumenta o valor da cura.,Увеличивает размер лечения.,增加治療恢復量
Item_Artifact_Special_MageBurn,法术灼烧,Scorching Spell,Mantra Penghangus,Feitiço Abrasador,Заклинание испепеления,法術灼燒
Item_Artifact_Special_MageBurn_Des,被法术击中将会灼烧,Magic attacks ignite targets.,Serangan sihir yang membakar target.,Ataques mágicos incendeiam os alvos.,Волшебные атаки воспламеняют цели.,被法術擊中將會灼燒
Item_Artifact_LowHp_SpeedIncrease,残血加速,Speed on Low HP,Kecepatan pada HP rendah,Velocidade com PV Baixos,Скорость при низких ОЗ,殘血加速
Item_Artifact_LowHp_SpeedIncrease_Des,生命值越低移速越高,"The lower the HP, the higher the Movement Speed.","Makin rendah HP, Kecepatan Gerak makin tinggi.","Quanto mais baixos os PV, maior a Velocidade de Movimento.","Чем меньше у вас ОЗ, тем выше скорость движения.",生命值越低移速越高
Hero_Name_1101,斩风者,Wind Slayer,Pembantai Angin,Matador do Vento,Убийца Ветра,斬風者
Hero_Name_1102,狂刃,Bladefury,Parang Murka,Fúria da Lâmina,Фурия Клинка,狂刃
Hero_Name_1103,宫本,Miyamoto,Miyamoto,Miyamoto,Миямото,宮本
Hero_Name_1104,鬼武者,Oni Warrior,Pendekar Oni,Guerreiro Oni,Воин они,鬼武者
Hero_Name_1201,巨盾守卫,Shield Guard,Pelindung Perisai,Guarda com Escudo,Страж-щитоносец,巨盾守衛
Hero_Name_1202,圣骑士,Paladin,Paladin,Paladina,Паладин,聖騎士
Hero_Name_1203,铁拳萝莉,Ironfist,Tinju Besi,Mão de Ferro,Железная Длань,鐵拳蘿莉
Hero_Des_1101,在一次龙卷风灾害中，一个小镇被夷为平地。为了复仇，一个青年向飓风发起挑战，在若干年后，终于斩杀了飓风，并将风之力化为己用。,"After his town was razed to the ground by a tornado, a young man embarked on a journey of revenge. Years later, he slew the almighty tornado and took the power of the wind for its own use.","Setelah kota tempat tinggalnya disapu bersih oleh angin topan, seorang pemuda bersumpah untuk menuntut balas. Bertahun-tahun kemudian, dia menaklukkan sang angin topan perkasa dan merebut kekuatan angin untuk digunakannya sendiri.","Depois que a sua cidade foi levada ao chão por um tornado, um jovem embarcou em uma jornada de vingança. Anos depois, ele matou o poderoso tornado e tomou o poder do vento para o seu próprio uso.","После того, как его город был снесен до основания торнадо, молодой человек отправился в путь, чтобы отомстить. Спустя много лет он уничтожил всемогущий торнадо и взял власть ветра в свои руки.",在一次龍捲風災害中，一個小鎮被夷為平地。為了復仇，一個青年向颶風發起挑戰，在若干年後，終於斬殺了颶風，並將風之力化為己用。
Hero_Des_1102,作为一个刺客，与他人相爱是致命的错误，因为这个错误，她永远失去了她的恋人。她拿起恋人的围巾，将长发割断，成为了只知道杀戮的狂人。,"Falling in love could be a fatal mistake for an assassin. Because of this mistake, she lost the love of her life. She picked up his scarf, cut her long hair, and became a bloodthirsty killer.","Jatuh cinta bisa menjadi kesalahan fatal bagi seorang pembunuh bayaran. Karena kesalahan ini, ia kehilangan cinta sejatinya. Dia memungut selendangnya, memotong rambut panjangnya, dan menjadi pembunuh berdarah dingin.","Apaixonar-se pode ser um erro fatal para uma assassina. Por esse erro, ela perdeu o amor de sua vida. Ela apanhou o cachecol, cortou o longo cabelo e se tornou uma matadora sedenta de sangue.","Любовь может быть роковой ошибкой для убийцы — и из-за этой ошибки она в итоге потеряла любовь всей своей жизни. Забрав его шарф, она подстригла длинные волосы и встала на путь кровожадного убийцы сама.",作為一個刺客，與他人相愛是致命的錯誤，因為這個錯誤，她永遠失去了她的戀人。她拿起戀人的圍巾，將長髮割斷，成為了只知道殺戮的狂人。
Hero_Des_1103,酒和剑术，宫本的人生中初次之外别无他物。为了追求剑道的极致，他不惜抛弃家人踏上旅途。据说他出刀之快，能在对方意识到前便将其斩杀。,"Only two things mattered to Miyamoto—booze and kendo. For the latter, he left his family behind to pursue the ultimate swordsmanship. It is said that he draws his sword so quickly that he can kill his opponents before they realize what hits them.","Hanya dua hal yang penting bagi Miyamoto—arak dan kendo. Untuk yang disebut terakhir, dia meninggalkan keluarganya untuk mengejar ilmu pedang terhebat. Konon, dia menghunus pedangnya begitu cepat sehingga mampu membunuh lawan sebelum mereka tahu apa yang menyerangnya.","Somente duas coisas importavam para Miyamoto — bebida e kendo. Por esse último, ele deixou a família para trás para atingir a suprema maestria em espadas. Dizem que ele desembainha a espada tão rápido que consegue matar os oponentes antes que percebam o que os atingiu.","Только две вещи имели значение для Миямото: выпивка и кэндо. Ради кэндо он оставил свою семью, чтобы изучить величайшее мастерство фехтования. Говорят, что он выхватывает свой меч так быстро, что может убить противников еще до того, как они поймут, кто на них напал.",酒和劍術，宮本的人生中初次之外別無他物。為了追求劍道的極致，他不惜拋棄家人踏上旅途。據說他出刀之快，能在對方意識到前便將其斬殺。
Hero_Des_1104,为了实现心中的野望，不惜深入地狱，化身鬼神。当他归来之时，不仅连他的敌人，就连自己的部下也无一生还。,"To fulfill his ambition, he willingly traveled to hell and became a oni. When he returned, none of his enemies survived. But nor did his former allies.","Untuk memenuhi ambisi, dia bersedia menjejakkan kakinya di neraka dan menjadi oni. Ketika kembali, tak satu pun dari musuhnya yang masih hidup. Begitu pula dengan sekutu-sekutunya.","Para concretizar a sua ambição, ele viajou ao inferno por vontade própria para se tornar um oni. Quando retornou, nenhum dos seus inimigos sobreviveu. Tampouco nenhum dos seus aliados.","Чтобы реализовать свои честолюбивые амбиции, он по своей воле отправился в ад и стал они. Когда он вернулся, никто из его врагов не выжил — но он не пощадил и бывших союзников.",為了實現心中的野望，不惜深入地獄，化身鬼神。當他歸來之時，不僅連他的敵人，就連自己的部下也無一生還。
Hero_Des_1201,原本是魔境的守门人，却被魔境中的妖魔蛊惑。终于，他再也受不了恶魔的低语，扛起作为武器的大盾，转身闯入魔境。,"As the gatekeeper of the Demon Realm, his duty was to keep the demons in check. Until one day, he could not resist the temptation of their demonic whispers. Carrying his twin shields, he walked into the Demon Realm and never looked back.","Sebagai penjaga gerbang Alam Demon, tugasnya adalah untuk mengendalikan demon. Hingga suatu hari, dia tak mampu menahan godaan bisikan demon. Sambil membawa perisai kembarnya, dia berjalan memasuki Alam Demon dan tak pernah ragu.","Como guardião do Reino Demoníaco, o dever dele era manter os demônios sob controle. Até um dia em que ele não resistiu à tentação dos sussurros demoníacos. Carregando os dois escudos idênticos, ele caminhou Reino Demoníaco adentro sem nunca olhar para trás.","Служа привратником Царства Демонов, он должен был сдерживать демонов, но однажды не смог устоять перед соблазном их демонического шепота. Подняв свои парные щиты, он ступил в Царство Демонов и уже не оглядывался назад.",原本是魔境的守門人，卻被魔境中的妖魔蠱惑。終於，他再也受不了惡魔的低語，扛起作為武器的大盾，轉身闖入魔境。
Hero_Des_1202,作为修女她的大个头总是引人注目。受尽世人异样的目光后，她决定用更强势的方法让光普照世界——成为一个圣骑士。她的大锤让所有非议她的人都闭上了嘴。,"Physically huge for a nun, she wasn't respected by the other sisters, or even the congregation, so she decided to use a more powerful method to let the holy light shine upon the world. She became a paladin. Using her hammer, she silenced anyone who dared criticize her.","Karena fisiknya yang sangat besar untuk seorang biarawati, dia tidak dihormati oleh biarawati lain, atau bahkan oleh jemaat. Akhirnya dia memutuskan untuk menggunakan cara yang lebih keras agar cahaya kudus menyinari dunia. Dia menjadi seorang paladin. Menggunakan martilnya, dia membungkam mulut siapa pun yang berani mengecamnya.","Fisicamente enorme para uma freira, ela não era esperada pelas outras irmãs, tampouco pela congregação, então ela decidiu usar um método mais poderoso para fazer a luz sagrada brilhar sobre o mundo. Ela se tornou uma paladina. Usando o seu martelo, ela silenciou todos que ousaram a desafiar.","Эту монахиню внушительных размеров сторонились и другие сестры, и вся община, поэтому она решила использовать более напористый метод нести священный свет в мир. Она стала паладином, и ее боевой молот быстро затыкает рот каждому, кто осмеливается критиковать ее.",作為修女她的大個頭總是引人注目。受盡世人異樣的目光後，她決定用更強勢的方法讓光普照世界——成為一個聖騎士。她的大錘讓所有非議她的人都閉上了嘴。
